mode,date,traffic_input,pickup_input,dropoff_input,traffic_output,pickup_output,dropoff_output,traffic_error,pickup_error,dropoff_error,canceled_rides,pickup_scaled_error,dropoff_scaled_error
social_groups_1,21111020_21111023,125439.0,33562.0,33594.0,108802.0,29764.0,29769.0,13.26,11.32,11.39,3791.0,0.02,0.1
social_groups_1,21111020_21111102,195418.0,49972.0,50046.0,161229.0,43809.0,43819.0,17.5,12.33,12.44,6142.0,0.04,0.17
social_groups_1,21111020_21111108,195418.0,67114.0,67218.0,165061.0,58452.0,58464.0,15.53,12.91,13.02,8648.0,0.02,0.16
social_groups_1,21111208_21111209,58636.0,9714.0,9695.0,52341.0,7176.0,7180.0,10.74,26.13,25.94,2534.0,0.04,0.2
social_groups_1,21111208_21111211,177567.0,27096.0,27078.0,160579.0,22881.0,22888.0,9.57,15.56,15.47,4187.0,0.1,0.01
social_groups_1,21111208_21111214,348247.0,48296.0,48277.0,318111.0,43058.0,43071.0,8.65,10.85,10.78,5076.0,0.34,0.27
social_groups_1,21111208_21111220,694910.0,119378.0,119359.0,645756.0,108981.0,109001.0,7.07,8.71,8.68,10206.0,0.16,0.13
social_groups_1,21111220_21111221,43356.0,15829.0,15835.0,35915.0,12151.0,12152.0,17.16,23.24,23.26,3671.0,0.04,0.08
social_groups_1,21111220_21111223,125335.0,45341.0,45322.0,105736.0,40297.0,40301.0,15.64,11.12,11.08,5027.0,0.04,0.01
social_groups_1,21111220_21111302,194548.0,84455.0,84454.0,153584.0,76440.0,76447.0,21.06,9.49,9.48,7993.0,0.03,0.02
social_groups_1,21111220_21111308,336102.0,99868.0,99848.0,261001.0,88982.0,88998.0,22.34,10.9,10.87,10853.0,0.03,0.0
social_groups_1,21111408_21111409,40950.0,3423.0,3429.0,33690.0,2333.0,2333.0,17.73,31.84,31.96,1090.0,0.0,0.17
social_groups_1,21111408_21111411,133077.0,14758.0,14786.0,117783.0,12359.0,12360.0,11.49,16.26,16.41,2396.0,0.02,0.2
social_groups_1,21111408_21111414,270378.0,37323.0,37366.0,243525.0,34020.0,34029.0,9.93,8.85,8.93,3290.0,0.03,0.13
social_groups_1,21111408_21111420,540728.0,90065.0,90123.0,493431.0,83979.0,83995.0,8.75,6.76,6.8,6055.0,0.03,0.08
social_groups_1,21111420_21111421,37178.0,7631.0,7624.0,31069.0,6004.0,6005.0,16.43,21.32,21.24,1626.0,0.01,0.09
social_groups_1,21111420_21111423,99040.0,20676.0,20671.0,82578.0,18423.0,18425.0,16.62,10.9,10.87,2247.0,0.03,0.0
social_groups_1,21111420_21111502,152936.0,27909.0,27912.0,118007.0,24809.0,24819.0,22.84,11.11,11.08,3088.0,0.04,0.02
social_groups_1,21111420_21111508,324522.0,41386.0,41344.0,262410.0,35545.0,35551.0,19.14,14.11,14.01,5829.0,0.03,0.09
social_groups_2,21062308_21062309,12143.0,9660.0,9662.0,10587.0,7165.0,7166.0,12.81,25.83,25.83,2493.0,0.02,0.03
social_groups_2,21062308_21062311,41544.0,25666.0,25701.0,37532.0,21999.0,22006.0,9.66,14.29,14.38,3660.0,0.03,0.14
social_groups_2,21062308_21062314,80013.0,45475.0,45522.0,75568.0,40579.0,40598.0,5.56,10.77,10.82,4873.0,0.05,0.11
social_groups_2,21062308_21062320,164796.0,109363.0,109427.0,159124.0,101659.0,101681.0,3.44,7.04,7.08,7681.0,0.02,0.06
social_groups_2,21062320_21062321,20567.0,12084.0,12094.0,15721.0,9808.0,9808.0,23.56,18.83,18.9,2276.0,0.0,0.08
social_groups_2,21062320_21062323,48298.0,33562.0,33594.0,36175.0,30003.0,30011.0,25.1,10.6,10.67,3551.0,0.02,0.1
social_groups_2,21062320_21062402,83891.0,49972.0,50046.0,53072.0,44146.0,44155.0,36.74,11.66,11.77,5817.0,0.02,0.15
social_groups_2,21062320_21062408,166911.0,67114.0,67218.0,130800.0,58742.0,58750.0,21.63,12.47,12.6,8364.0,0.01,0.15
social_groups_2,21062508_21062509,12340.0,9714.0,9695.0,10924.0,7370.0,7372.0,11.47,24.13,23.96,2341.0,0.03,0.19
social_groups_2,21062508_21062511,45495.0,27096.0,27078.0,41458.0,23375.0,23384.0,8.87,13.73,13.64,3712.0,0.03,0.07
social_groups_2,21062508_21062514,90456.0,48296.0,48277.0,86484.0,43665.0,43688.0,4.39,9.59,9.51,4607.0,0.05,0.04
social_groups_2,21062508_21062520,186808.0,119378.0,119359.0,181750.0,109784.0,109806.0,2.71,8.04,8.0,9568.0,0.02,0.01
social_groups_2,21062520_21062521,14716.0,15829.0,15835.0,12629.0,12704.0,12707.0,14.18,19.74,19.75,3121.0,0.03,0.04
social_groups_2,21062520_21062523,35240.0,45341.0,45322.0,30018.0,40576.0,40585.0,14.82,10.51,10.45,4752.0,0.03,0.03
social_groups_2,21062520_21062602,61157.0,84455.0,84454.0,45581.0,76569.0,76581.0,25.47,9.34,9.32,7872.0,0.02,0.0
social_groups_2,21062520_21062608,155191.0,99868.0,99848.0,130301.0,89693.0,89706.0,16.04,10.19,10.16,10158.0,0.02,0.02
social_groups_2,21062708_21062709,37607.0,3423.0,3429.0,32967.0,2337.0,2337.0,12.34,31.73,31.85,1085.0,0.03,0.2
social_groups_2,21062708_21062711,121361.0,14758.0,14786.0,108235.0,12423.0,12425.0,10.82,15.82,15.97,2332.0,0.02,0.2
social_groups_2,21062708_21062714,256515.0,37323.0,37366.0,230013.0,34098.0,34099.0,10.33,8.64,8.74,3207.0,0.05,0.16
social_groups_2,21062708_21062720,487505.0,90065.0,90123.0,437038.0,84627.0,84647.0,10.35,6.04,6.08,5401.0,0.04,0.08
social_groups_2,21062720_21062721,31320.0,7631.0,7624.0,24437.0,6371.0,6371.0,21.98,16.51,16.43,1260.0,0.0,0.09
social_groups_2,21062720_21062723,82554.0,20676.0,20671.0,62014.0,18569.0,18573.0,24.88,10.19,10.15,2103.0,0.02,0.02
social_groups_2,21062720_21062802,122837.0,27909.0,27912.0,80710.0,24786.0,24788.0,34.3,11.19,11.19,3121.0,0.01,0.01
social_groups_2,21062720_21062808,274218.0,41386.0,41344.0,211950.0,35108.0,35114.0,22.71,15.17,15.07,6270.0,0.02,0.1
social_groups_2,21100608_21100609,60583.0,9660.0,9662.0,53872.0,6925.0,6926.0,11.08,28.31,28.32,2732.0,0.03,0.04
social_groups_2,21100608_21100611,184538.0,25666.0,25701.0,169215.0,21338.0,21341.0,8.3,16.86,16.96,4254.0,0.29,0.41
social_groups_2,21100608_21100614,366281.0,45475.0,45522.0,341548.0,40441.0,40452.0,6.75,11.07,11.14,5014.0,0.04,0.12
social_groups_2,21100608_21100620,701441.0,109363.0,109427.0,666870.0,100466.0,100489.0,4.93,8.14,8.17,8646.0,0.23,0.27
social_groups_2,21100620_21100621,43360.0,12084.0,12094.0,36846.0,9437.0,9439.0,15.02,21.9,21.95,2645.0,0.02,0.08
social_groups_2,21100620_21100623,111345.0,33562.0,33594.0,97392.0,29329.0,29336.0,12.53,12.61,12.67,4223.0,0.03,0.1
social_groups_2,21100620_21100702,175555.0,49972.0,50046.0,144332.0,44084.0,44093.0,17.79,11.78,11.9,5879.0,0.02,0.15
social_groups_2,21100620_21100708,357374.0,67114.0,67218.0,299124.0,58180.0,58190.0,16.3,13.31,13.43,8915.0,0.03,0.17
social_groups_2,21100808_21100809,59222.0,9714.0,9695.0,52239.0,6854.0,6855.0,11.79,29.44,29.29,2854.0,0.06,0.14
social_groups_2,21100808_21100811,185427.0,27096.0,27078.0,168094.0,22981.0,22989.0,9.35,15.19,15.1,4065.0,0.18,0.09
social_groups_2,21100808_21100814,367193.0,48296.0,48277.0,333958.0,42908.0,42926.0,9.05,11.16,11.08,5299.0,0.18,0.11
social_groups_2,21100808_21100820,721009.0,119378.0,119359.0,676125.0,106883.0,106908.0,6.23,10.47,10.43,12394.0,0.08,0.05
social_groups_2,21100820_21100821,45979.0,15829.0,15835.0,39304.0,12036.0,12037.0,14.52,23.96,23.98,3791.0,0.01,0.04
social_groups_2,21100820_21100823,129778.0,45341.0,45322.0,111888.0,40203.0,40209.0,13.79,11.33,11.28,5128.0,0.02,0.03
social_groups_2,21100820_21100902,192505.0,84455.0,84454.0,159002.0,76125.0,76140.0,17.4,9.86,9.84,8306.0,0.03,0.01
social_groups_2,21100820_21100908,321579.0,99868.0,99848.0,263777.0,89056.0,89072.0,17.97,10.83,10.79,10775.0,0.04,0.0
social_groups_2,21101008_21101009,40097.0,3423.0,3429.0,34139.0,2437.0,2437.0,14.86,28.81,28.93,986.0,0.0,0.17
social_groups_2,21101008_21101011,128141.0,14758.0,14786.0,114967.0,12447.0,12447.0,10.28,15.66,15.82,2311.0,0.0,0.19
social_groups_2,21101008_21101014,261957.0,37323.0,37366.0,239110.0,34132.0,34138.0,8.72,8.55,8.64,3182.0,0.02,0.12
social_groups_2,21101008_21101020,525699.0,90065.0,90123.0,487375.0,84559.0,84583.0,7.29,6.11,6.15,5475.0,0.03,0.07
social_groups_2,21101020_21101021,36216.0,7631.0,7624.0,30381.0,6077.0,6079.0,16.11,20.36,20.26,1551.0,0.04,0.08
social_groups_2,21101020_21101023,97323.0,20676.0,20671.0,81439.0,18469.0,18473.0,16.32,10.67,10.63,2200.0,0.03,0.01
social_groups_2,21101020_21101102,145559.0,27909.0,27912.0,112765.0,24660.0,24666.0,22.53,11.64,11.63,3240.0,0.03,0.02
social_groups_2,21101020_21101108,314998.0,41386.0,41344.0,259704.0,35376.0,35381.0,17.55,14.52,14.42,6000.0,0.02,0.09
social_groups_2,21111008_21111009,55824.0,9660.0,9662.0,48493.0,7011.0,7012.0,13.13,27.42,27.43,2645.0,0.04,0.05
social_groups_2,21111008_21111011,173277.0,25666.0,25701.0,156857.0,21666.0,21669.0,9.48,15.58,15.69,3996.0,0.02,0.14
social_groups_2,21111008_21111014,348953.0,45475.0,45522.0,321597.0,40461.0,40469.0,7.84,11.03,11.1,4972.0,0.09,0.18
social_groups_2,21111008_21111020,697008.0,109363.0,109427.0,654032.0,100399.0,100417.0,6.17,8.2,8.23,8896.0,0.06,0.1
social_groups_2,21111020_21111021,44113.0,12084.0,12094.0,37056.0,9531.0,9531.0,16.0,21.13,21.19,2553.0,0.0,0.08
social_groups_2,21111020_21111023,125439.0,33562.0,33594.0,109313.0,29590.0,29593.0,12.86,11.83,11.91,3967.0,0.01,0.1
social_groups_2,21111020_21111102,195418.0,49972.0,50046.0,160977.0,44317.0,44327.0,17.62,11.32,11.43,5645.0,0.02,0.15
social_groups_2,21111020_21111108,195418.0,67114.0,67218.0,165363.0,58152.0,58167.0,15.38,13.35,13.47,8945.0,0.03,0.16
social_groups_2,21111208_21111209,58636.0,9714.0,9695.0,51844.0,6863.0,6867.0,11.58,29.35,29.17,2844.0,0.07,0.17
social_groups_2,21111208_21111211,177567.0,27096.0,27078.0,159871.0,22948.0,22960.0,9.97,15.31,15.21,4076.0,0.27,0.16
social_groups_2,21111208_21111214,348247.0,48296.0,48277.0,319284.0,42997.0,43003.0,8.32,10.97,10.92,5245.0,0.11,0.06
social_groups_2,21111208_21111220,694910.0,119378.0,119359.0,646649.0,108128.0,108160.0,6.94,9.42,9.38,11068.0,0.15,0.11
social_groups_2,21111220_21111221,43356.0,15829.0,15835.0,35620.0,12226.0,12229.0,17.84,22.76,22.77,3598.0,0.03,0.05
social_groups_2,21111220_21111223,125335.0,45341.0,45322.0,106070.0,40169.0,40176.0,15.37,11.41,11.35,5145.0,0.06,0.0
social_groups_2,21111220_21111302,194548.0,84455.0,84454.0,153266.0,76735.0,76753.0,21.22,9.14,9.12,7680.0,0.05,0.02
social_groups_2,21111220_21111308,336102.0,99868.0,99848.0,260538.0,88943.0,88972.0,22.48,10.94,10.89,10867.0,0.06,0.01
social_groups_2,21111408_21111409,40950.0,3423.0,3429.0,33671.0,2426.0,2426.0,17.78,29.13,29.25,997.0,0.0,0.17
social_groups_2,21111408_21111411,133077.0,14758.0,14786.0,117919.0,12461.0,12462.0,11.39,15.56,15.72,2295.0,0.01,0.2
social_groups_2,21111408_21111414,270378.0,37323.0,37366.0,243488.0,33994.0,34001.0,9.95,8.92,9.01,3311.0,0.05,0.14
social_groups_2,21111408_21111420,540728.0,90065.0,90123.0,493519.0,84624.0,84646.0,8.73,6.04,6.08,5391.0,0.06,0.1
social_groups_2,21111420_21111421,37178.0,7631.0,7624.0,31062.0,6176.0,6177.0,16.45,19.07,18.98,1454.0,0.01,0.09
social_groups_2,21111420_21111423,99040.0,20676.0,20671.0,82759.0,18438.0,18446.0,16.44,10.82,10.76,2229.0,0.04,0.02
social_groups_2,21111420_21111502,152936.0,27909.0,27912.0,117829.0,24806.0,24809.0,22.96,11.12,11.12,3099.0,0.01,0.01
social_groups_2,21111420_21111508,324522.0,41386.0,41344.0,262976.0,35755.0,35759.0,18.97,13.61,13.51,5620.0,0.03,0.08
social_groups_3,21062308_21062309,12143.0,9660.0,9662.0,10525.0,7194.0,7195.0,13.32,25.53,25.53,2464.0,0.02,0.03
social_groups_3,21062308_21062311,41544.0,25666.0,25701.0,37594.0,21867.0,21876.0,9.51,14.8,14.88,3788.0,0.04,0.14
social_groups_3,21062308_21062314,80013.0,45475.0,45522.0,75456.0,40731.0,40740.0,5.7,10.43,10.5,4734.0,0.02,0.11
social_groups_3,21062320_21062321,20567.0,12084.0,12094.0,15714.0,9708.0,9710.0,23.6,19.66,19.71,2374.0,0.02,0.08
social_groups_3,21062320_21062323,48298.0,33562.0,33594.0,35998.0,30113.0,30121.0,25.47,10.28,10.34,3441.0,0.02,0.1
social_groups_3,21062320_21062402,83891.0,49972.0,50046.0,52948.0,44411.0,44416.0,36.88,11.13,11.25,5555.0,0.01,0.15
social_groups_3,21062320_21062408,166911.0,67114.0,67218.0,130576.0,58305.0,58314.0,21.77,13.13,13.25,8796.0,0.02,0.16
social_groups_3,21062508_21062509,12340.0,9714.0,9695.0,11005.0,7247.0,7248.0,10.82,25.4,25.24,2466.0,0.01,0.2
social_groups_3,21062508_21062511,45495.0,27096.0,27078.0,41309.0,23325.0,23332.0,9.2,13.92,13.83,3761.0,0.04,0.06
social_groups_3,21062508_21062514,90456.0,48296.0,48277.0,86377.0,43700.0,43705.0,4.51,9.52,9.47,4589.0,0.01,0.04
social_groups_3,21062508_21062520,186808.0,119378.0,119359.0,181853.0,110354.0,110385.0,2.65,7.56,7.52,8984.0,0.03,0.01
social_groups_3,21062520_21062521,14716.0,15829.0,15835.0,12523.0,12355.0,12355.0,14.9,21.95,21.98,3474.0,0.0,0.04
social_groups_3,21062520_21062602,61157.0,84455.0,84454.0,45611.0,76877.0,76897.0,25.42,8.97,8.95,7558.0,0.02,0.0
social_groups_3,21062520_21062608,155191.0,99868.0,99848.0,130105.0,89537.0,89551.0,16.16,10.34,10.31,10313.0,0.02,0.02
social_groups_3,21062708_21062709,37607.0,3423.0,3429.0,33162.0,2403.0,2403.0,11.82,29.8,29.92,1019.0,0.03,0.2
social_groups_3,21062708_21062711,121361.0,14758.0,14786.0,108114.0,12145.0,12147.0,10.92,17.71,17.85,2607.0,0.04,0.22
social_groups_3,21062708_21062714,256515.0,37323.0,37366.0,229844.0,33933.0,33935.0,10.4,9.08,9.18,3371.0,0.05,0.16
social_groups_3,21062708_21062720,487505.0,90065.0,90123.0,437425.0,84770.0,84789.0,10.27,5.88,5.92,5259.0,0.04,0.08
social_groups_3,21062720_21062721,31320.0,7631.0,7624.0,24366.0,6083.0,6085.0,22.2,20.29,20.19,1546.0,0.03,0.09
social_groups_3,21062720_21062723,82554.0,20676.0,20671.0,62197.0,18529.0,18531.0,24.66,10.38,10.35,2145.0,0.01,0.02
social_groups_3,21062720_21062802,122837.0,27909.0,27912.0,80791.0,24806.0,24813.0,34.23,11.12,11.1,3087.0,0.06,0.04
social_groups_3,21062720_21062808,274218.0,41386.0,41344.0,211787.0,35446.0,35452.0,22.77,14.35,14.25,5934.0,0.01,0.1
social_groups_3,21100608_21100609,60583.0,9660.0,9662.0,53840.0,6818.0,6819.0,11.13,29.42,29.42,2841.0,0.01,0.02
social_groups_3,21100608_21100611,184538.0,25666.0,25701.0,169555.0,21537.0,21544.0,8.12,16.09,16.17,4106.0,0.09,0.2
social_groups_3,21100608_21100614,366281.0,45475.0,45522.0,341844.0,40414.0,40422.0,6.67,11.13,11.2,5042.0,0.04,0.13
social_groups_3,21100608_21100620,701441.0,109363.0,109427.0,665967.0,100436.0,100456.0,5.06,8.16,8.2,8815.0,0.1,0.14
social_groups_3,21100620_21100621,43360.0,12084.0,12094.0,37081.0,9624.0,9626.0,14.48,20.36,20.41,2457.0,0.02,0.09
social_groups_3,21100620_21100623,111345.0,33562.0,33594.0,97541.0,29463.0,29468.0,12.4,12.21,12.28,4094.0,0.01,0.1
social_groups_3,21100620_21100702,175555.0,49972.0,50046.0,144479.0,44214.0,44221.0,17.7,11.52,11.64,5750.0,0.02,0.15
social_groups_3,21100620_21100708,357374.0,67114.0,67218.0,298665.0,57977.0,57991.0,16.43,13.61,13.73,9108.0,0.04,0.18
social_groups_3,21100808_21100809,59222.0,9714.0,9695.0,51951.0,7000.0,7002.0,12.28,27.94,27.78,2696.0,0.19,0.03
social_groups_3,21100808_21100811,185427.0,27096.0,27078.0,168369.0,22665.0,22669.0,9.2,16.35,16.28,4392.0,0.14,0.06
social_groups_3,21100808_21100814,367193.0,48296.0,48277.0,333661.0,42719.0,42739.0,9.13,11.55,11.47,5482.0,0.2,0.12
social_groups_3,21100808_21100820,721009.0,119378.0,119359.0,675622.0,106964.0,106996.0,6.29,10.4,10.36,11457.0,0.8,0.76
social_groups_3,21100820_21100821,45979.0,15829.0,15835.0,39261.0,12064.0,12065.0,14.61,23.79,23.81,3760.0,0.03,0.06
social_groups_3,21100820_21100823,129778.0,45341.0,45322.0,112019.0,39984.0,39991.0,13.68,11.81,11.76,5283.0,0.16,0.11
social_groups_3,21100820_21100902,192505.0,84455.0,84454.0,159145.0,76799.0,76808.0,17.33,9.07,9.05,7642.0,0.02,0.0
social_groups_3,21100820_21100908,321579.0,99868.0,99848.0,263427.0,89466.0,89485.0,18.08,10.42,10.38,10347.0,0.06,0.02
social_groups_3,21101008_21101009,40097.0,3423.0,3429.0,34240.0,2278.0,2278.0,14.61,33.45,33.57,1145.0,0.0,0.17
social_groups_3,21101008_21101011,128141.0,14758.0,14786.0,114594.0,12210.0,12212.0,10.57,17.27,17.41,2543.0,0.03,0.21
social_groups_3,21101008_21101014,261957.0,37323.0,37366.0,239098.0,33942.0,33945.0,8.73,9.06,9.16,3373.0,0.02,0.13
social_groups_3,21101008_21101020,525699.0,90065.0,90123.0,486755.0,84595.0,84610.0,7.41,6.07,6.12,5407.0,0.07,0.12
social_groups_3,21101020_21101021,36216.0,7631.0,7624.0,30380.0,6021.0,6022.0,16.11,21.1,21.01,1602.0,0.1,0.0
social_groups_3,21101020_21101023,97323.0,20676.0,20671.0,81481.0,18434.0,18438.0,16.28,10.84,10.8,2236.0,0.03,0.01
social_groups_3,21101020_21101102,145559.0,27909.0,27912.0,112848.0,24918.0,24922.0,22.47,10.72,10.71,2983.0,0.03,0.03
social_groups_3,21101020_21101108,314998.0,41386.0,41344.0,260525.0,35156.0,35160.0,17.29,15.05,14.96,6223.0,0.02,0.09
social_groups_3,21111008_21111009,55824.0,9660.0,9662.0,48764.0,6842.0,6843.0,12.65,29.17,29.18,2817.0,0.01,0.02
social_groups_3,21111008_21111011,173277.0,25666.0,25701.0,157101.0,21449.0,21456.0,9.34,16.43,16.52,4207.0,0.04,0.15
social_groups_3,21111008_21111014,348953.0,45475.0,45522.0,322145.0,40525.0,40538.0,7.68,10.89,10.95,4916.0,0.07,0.15
social_groups_3,21111008_21111020,697008.0,109363.0,109427.0,654283.0,100121.0,100135.0,6.13,8.45,8.49,8765.0,0.44,0.48
social_groups_3,21111020_21111021,44113.0,12084.0,12094.0,37031.0,9511.0,9512.0,16.05,21.29,21.35,2572.0,0.01,0.08
social_groups_3,21111020_21111023,125439.0,33562.0,33594.0,109356.0,29937.0,29944.0,12.82,10.8,10.87,3616.0,0.03,0.1
social_groups_3,21111020_21111102,195418.0,49972.0,50046.0,161351.0,44086.0,44097.0,17.43,11.78,11.89,5842.0,0.09,0.21
social_groups_3,21111020_21111108,195418.0,67114.0,67218.0,165430.0,57768.0,57777.0,15.35,13.93,14.05,9334.0,0.02,0.16
social_groups_3,21111208_21111209,58636.0,9714.0,9695.0,51945.0,6907.0,6907.0,11.41,28.9,28.76,2805.0,0.02,0.18
social_groups_3,21111208_21111211,177567.0,27096.0,27078.0,160662.0,22809.0,22817.0,9.52,15.82,15.74,4179.0,0.4,0.3
social_groups_3,21111208_21111214,348247.0,48296.0,48277.0,318767.0,43272.0,43278.0,8.47,10.4,10.35,5007.0,0.04,0.02
social_groups_3,21111208_21111220,694910.0,119378.0,119359.0,647286.0,108121.0,108133.0,6.85,9.43,9.41,10962.0,0.25,0.22
social_groups_3,21111220_21111221,43356.0,15829.0,15835.0,35858.0,12001.0,12004.0,17.29,24.18,24.19,3824.0,0.03,0.04
social_groups_3,21111220_21111223,125335.0,45341.0,45322.0,106592.0,40389.0,40396.0,14.95,10.92,10.87,4730.0,0.49,0.43
social_groups_3,21111220_21111302,194548.0,84455.0,84454.0,153211.0,75544.0,75556.0,21.25,10.55,10.54,8884.0,0.03,0.02
social_groups_3,21111220_21111308,336102.0,99868.0,99848.0,260769.0,89304.0,89319.0,22.41,10.58,10.55,10500.0,0.06,0.03
social_groups_3,21111408_21111409,40950.0,3423.0,3429.0,33992.0,2387.0,2387.0,16.99,30.27,30.39,1036.0,0.0,0.17
social_groups_3,21111408_21111411,133077.0,14758.0,14786.0,117868.0,12259.0,12262.0,11.43,16.93,17.07,2492.0,0.05,0.22
social_groups_3,21111408_21111414,270378.0,37323.0,37366.0,243532.0,34260.0,34270.0,9.93,8.21,8.29,3036.0,0.07,0.16
social_groups_3,21111408_21111420,540728.0,90065.0,90123.0,494374.0,84724.0,84740.0,8.57,5.93,5.97,5308.0,0.04,0.08
social_groups_3,21111420_21111421,37178.0,7631.0,7624.0,31080.0,6165.0,6166.0,16.4,19.21,19.12,1465.0,0.01,0.09
social_groups_3,21111420_21111423,99040.0,20676.0,20671.0,82737.0,18461.0,18463.0,16.46,10.71,10.68,2212.0,0.01,0.02
social_groups_3,21111420_21111502,152936.0,27909.0,27912.0,117993.0,24777.0,24779.0,22.85,11.22,11.22,3126.0,0.02,0.03
social_groups_3,21111420_21111508,324522.0,41386.0,41344.0,262673.0,35429.0,35437.0,19.06,14.39,14.29,5947.0,0.02,0.1
sumo,21062308_21062309,12143.0,9660.0,9662.0,10575.0,9653.0,9657.0,12.91,0.07,0.05,0.0,0.07,0.05
sumo,21062308_21062311,41544.0,25666.0,25701.0,37488.0,25630.0,25637.0,9.76,0.14,0.25,0.0,0.14,0.25
sumo,21062320_21062321,20567.0,12084.0,12094.0,15965.0,12079.0,12084.0,22.38,0.04,0.08,0.0,0.04,0.08
sumo,21062508_21062509,12340.0,9714.0,9695.0,10962.0,9712.0,9714.0,11.17,0.02,0.2,0.0,0.02,0.2
sumo,21062508_21062511,45495.0,27096.0,27078.0,41589.0,27076.0,27086.0,8.59,0.07,0.03,0.0,0.07,0.03
sumo,21062520_21062521,14716.0,15829.0,15835.0,12533.0,15822.0,15829.0,14.83,0.04,0.04,0.0,0.04,0.04
sumo,21062708_21062709,37607.0,3423.0,3429.0,33132.0,3423.0,3423.0,11.9,0.0,0.17,0.0,0.0,0.17
sumo,21062708_21062711,121361.0,14758.0,14786.0,108153.0,14751.0,14753.0,10.88,0.05,0.22,0.0,0.05,0.22
sumo,21062708_21062714,256515.0,37323.0,37366.0,229576.0,37300.0,37308.0,10.5,0.06,0.16,0.0,0.06,0.16
sumo,21062720_21062721,31320.0,7631.0,7624.0,24396.0,7628.0,7629.0,22.11,0.04,0.07,0.0,0.04,0.07
sumo,21062720_21062723,82554.0,20676.0,20671.0,61738.0,20670.0,20676.0,25.22,0.03,0.02,0.0,0.03,0.02
sumo,21100608_21100609,60583.0,9660.0,9662.0,53784.0,9655.0,9656.0,11.22,0.05,0.06,0.0,0.05,0.06
sumo,21100608_21100611,184538.0,25666.0,25701.0,169161.0,25616.0,25624.0,8.33,0.19,0.3,0.0,0.19,0.3
sumo,21100620_21100621,43360.0,12084.0,12094.0,36908.0,12082.0,12084.0,14.88,0.02,0.08,0.0,0.02,0.08
sumo,21100808_21100809,59222.0,9714.0,9695.0,51914.0,9709.0,9712.0,12.34,0.05,0.18,0.0,0.05,0.18
sumo,21100808_21100811,185427.0,27096.0,27078.0,167843.0,26880.0,26884.0,9.48,0.8,0.72,0.0,0.8,0.72
sumo,21100820_21100821,45979.0,15829.0,15835.0,39271.0,15827.0,15827.0,14.59,0.01,0.05,0.0,0.01,0.05
sumo,21101008_21101009,40097.0,3423.0,3429.0,34480.0,3422.0,3422.0,14.01,0.03,0.2,0.0,0.03,0.2
sumo,21101008_21101011,128141.0,14758.0,14786.0,114846.0,14749.0,14755.0,10.38,0.06,0.21,0.0,0.06,0.21
sumo,21101008_21101014,261957.0,37323.0,37366.0,237996.0,37313.0,37320.0,9.15,0.03,0.12,0.0,0.03,0.12
sumo,21101020_21101021,36216.0,7631.0,7624.0,30431.0,7629.0,7629.0,15.97,0.03,0.07,0.0,0.03,0.07
sumo,21101020_21101023,97323.0,20676.0,20671.0,81252.0,20671.0,20675.0,16.51,0.02,0.02,0.0,0.02,0.02
sumo,21111008_21111009,55824.0,9660.0,9662.0,48117.0,9626.0,9629.0,13.81,0.35,0.34,0.0,0.35,0.34
sumo,21111008_21111011,173277.0,25666.0,25701.0,155074.0,25629.0,25637.0,10.51,0.14,0.25,0.0,0.14,0.25
sumo,21111020_21111021,44113.0,12084.0,12094.0,37006.0,12083.0,12084.0,16.11,0.01,0.08,0.0,0.01,0.08
sumo,21111208_21111209,58636.0,9714.0,9695.0,52023.0,9703.0,9709.0,11.28,0.11,0.14,0.0,0.11,0.14
sumo,21111208_21111211,177567.0,27096.0,27078.0,159798.0,27003.0,27012.0,10.01,0.34,0.24,0.0,0.34,0.24
sumo,21111220_21111221,43356.0,15829.0,15835.0,35517.0,15819.0,15825.0,18.08,0.06,0.06,0.0,0.06,0.06
sumo,21111408_21111409,40950.0,3423.0,3429.0,33617.0,3423.0,3423.0,17.91,0.0,0.17,0.0,0.0,0.17
sumo,21111408_21111411,133077.0,14758.0,14786.0,117811.0,14754.0,14756.0,11.47,0.03,0.2,0.0,0.03,0.2
sumo,21111408_21111414,270378.0,37323.0,37366.0,243553.0,37299.0,37306.0,9.92,0.06,0.16,0.0,0.06,0.16
sumo,21111420_21111421,37178.0,7631.0,7624.0,30878.0,7629.0,7631.0,16.95,0.03,0.09,0.0,0.03,0.09
sumo,21111420_21111423,99040.0,20676.0,20671.0,82318.0,20668.0,20675.0,16.88,0.04,0.02,0.0,0.04,0.02
multi_agent_avg,21062308_21062309,12143.0,9660.0,9662.0,10404.0,9645.5,9648.0,14.32,0.15,0.15,0.0,0.15,0.15
multi_agent_avg,21062308_21062311,41544.0,25666.0,25701.0,37428.5,25607.0,25613.0,9.91,0.23,0.34,0.0,0.23,0.34
multi_agent_avg,21062308_21062314,80013.0,45475.0,45522.0,74971.0,45378.5,45393.0,6.3,0.22,0.28,0.0,0.22,0.28
multi_agent_avg,21062308_21062320,164796.0,109363.0,109427.0,154589.0,109198.5,109224.5,6.2,0.15,0.18,0.0,0.15,0.18
multi_agent_avg,21062320_21062321,20567.0,12084.0,12094.0,15598.5,12077.0,12079.0,24.16,0.06,0.12,0.0,0.06,0.12
multi_agent_avg,21062320_21062323,48298.0,33562.0,33594.0,35756.0,33523.5,33531.0,25.97,0.12,0.19,0.0,0.12,0.19
